date,city,temperature_c,humidity_percent,electricity_units_kwh,household_size,income_level,power_outage_hours,year,month,day,day_of_week,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2022-09-01,0,46.0,42,35.92,4,2,0.99,2022,9,1,3,0,28.73,34.52,20.27,23.240000000000002,23.037666666666667
2022-09-02,0,20.3,61,23.18,3,2,3.4,2022,9,2,4,0,35.92,15.91,30.51,24.27857142857143,22.793333333333333
2022-09-03,0,18.5,75,16.58,2,2,6.08,2022,9,3,5,1,23.18,19.83,7.07,23.814285714285717,23.110333333333337
2022-09-04,3,37.2,81,12.71,4,2,0.76,2022,9,4,6,1,16.58,24.5,29.66,22.130000000000003,22.545333333333335
2022-09-05,1,47.1,76,23.55,3,2,0.81,2022,9,5,0,0,12.71,21.68,24.03,22.397142857142857,22.529333333333334
2022-09-06,3,39.7,77,28.62,8,2,0.79,2022,9,6,1,0,23.55,16.11,14.76,24.184285714285714,22.991333333333333
2022-09-07,0,33.9,52,24.85,3,2,0.59,2022,9,7,2,0,28.62,28.73,15.55,23.63,23.301333333333336
2022-09-08,1,34.2,74,21.99,7,1,2.28,2022,9,8,3,0,24.85,35.92,32.06,21.640000000000004,22.965666666666667
2022-09-09,3,36.0,46,18.46,8,1,2.13,2022,9,9,4,0,21.99,23.18,16.33,20.965714285714288,23.03666666666667
2022-09-10,3,35.3,84,15.45,4,2,0.98,2022,9,10,5,1,18.46,16.58,15.08,20.804285714285715,23.049
2022-09-11,0,32.0,69,27.01,3,1,0.07,2022,9,11,6,1,15.45,12.71,28.82,22.84714285714286,22.988666666666667
2022-09-12,1,30.7,50,27.48,6,0,0.56,2022,9,12,0,0,27.01,23.55,24.03,23.40857142857143,23.103666666666665
2022-09-13,0,29.6,31,12.73,4,1,0.52,2022,9,13,1,0,27.48,28.62,16.37,21.138571428571428,22.982333333333333
2022-09-14,1,24.7,66,31.54,3,2,2.5,2022,9,14,2,0,12.73,24.85,23.3,22.094285714285714,23.257
2022-09-15,4,28.0,35,25.44,7,2,0.14,2022,9,15,3,0,31.54,21.99,15.85,22.587142857142858,23.576666666666668
2022-09-16,2,18.1,73,30.4,2,1,2.46,2022,9,16,4,0,25.44,18.46,28.6,24.29285714285714,23.636666666666667
2022-09-17,2,29.3,47,13.95,2,2,1.66,2022,9,17,5,1,30.4,15.45,28.37,24.07857142857143,23.156
2022-09-18,2,23.1,59,13.81,6,0,1.98,2022,9,18,6,1,13.95,27.01,25.19,22.192857142857147,22.776666666666667
2022-09-19,0,22.3,51,21.11,4,0,0.85,2022,9,19,0,0,13.81,27.48,24.17,21.282857142857143,22.674666666666667
2022-09-20,4,31.3,83,25.02,7,2,1.71,2022,9,20,1,0,21.11,12.73,32.57,23.03857142857143,22.423000000000002
2022-09-21,1,39.7,62,32.78,3,0,1.41,2022,9,21,2,0,25.02,31.54,22.0,23.215714285714284,22.782333333333334
2022-09-22,3,36.4,59,26.24,3,0,2.2,2022,9,22,3,0,32.78,25.44,14.91,23.330000000000002,23.16
2022-09-23,1,19.0,46,20.54,2,1,0.89,2022,9,23,4,0,26.24,30.4,24.7,21.92142857142857,23.021333333333335
2022-09-24,3,23.1,72,15.84,7,0,0.96,2022,9,24,5,1,20.54,13.95,34.52,22.191428571428567,22.398666666666667
2022-09-25,1,36.6,61,29.38,8,1,1.55,2022,9,25,6,1,15.84,13.81,15.91,24.41571428571428,22.847666666666665
2022-09-26,4,23.1,71,16.21,6,2,0.17,2022,9,26,0,0,29.38,21.11,19.83,23.715714285714284,22.727
2022-09-27,3,28.4,80,31.77,2,1,0.86,2022,9,27,1,0,16.21,25.02,24.5,24.68,22.969333333333335
2022-09-28,0,33.9,43,20.29,2,2,5.36,2022,9,28,2,0,31.77,32.78,21.68,22.895714285714288,22.923
2022-09-29,1,23.2,87,31.54,6,2,0.06,2022,9,29,3,0,20.29,26.24,16.11,23.65285714285714,23.437333333333335
2022-09-30,1,30.7,39,26.07,4,2,0.57,2022,9,30,4,0,31.54,20.54,28.73,24.442857142857147,23.348666666666666
2022-10-01,3,20.7,76,21.18,3,2,0.57,2022,10,1,5,1,26.07,15.84,35.92,25.205714285714286,22.857333333333333
2022-10-02,0,25.8,89,18.88,4,2,1.51,2022,10,2,6,1,21.18,29.38,23.18,23.705714285714286,22.714000000000002
2022-10-03,0,32.2,80,19.95,7,1,0.17,2022,10,3,0,0,18.88,16.21,16.58,24.240000000000002,22.82633333333333
2022-10-04,4,18.8,65,24.57,8,2,1.49,2022,10,4,1,0,19.95,31.77,12.71,23.21142857142857,23.221666666666668
2022-10-05,0,33.1,63,22.46,5,0,0.15,2022,10,5,2,0,24.57,20.29,23.55,23.521428571428572,23.185333333333332
2022-10-06,0,29.9,38,18.44,5,0,0.15,2022,10,6,3,0,22.46,31.54,28.62,21.650000000000002,22.846
2022-10-07,0,33.9,71,21.01,5,2,1.95,2022,10,7,4,0,18.44,26.07,24.85,20.927142857142858,22.718
2022-10-08,2,31.6,57,22.47,6,0,0.59,2022,10,8,5,1,21.01,21.18,21.99,21.111428571428572,22.733999999999998
2022-10-09,4,39.5,40,9.23,2,1,5.69,2022,10,9,6,1,22.47,18.88,18.46,19.732857142857142,22.426333333333336
2022-10-10,1,30.9,43,24.75,8,1,0.06,2022,10,10,0,0,9.23,19.95,15.45,20.41857142857143,22.736333333333334
2022-10-11,3,27.0,68,16.12,4,2,0.88,2022,10,11,1,0,24.75,24.57,27.01,19.211428571428574,22.373333333333335
2022-10-12,1,30.9,84,15.08,3,2,0.18,2022,10,12,2,0,16.12,22.46,27.48,18.157142857142855,21.959999999999997
2022-10-13,4,33.8,76,11.88,5,2,0.65,2022,10,13,3,0,15.08,18.44,12.73,17.22,21.931666666666665
2022-10-14,3,30.3,83,11.24,4,0,9.5,2022,10,14,4,0,11.88,21.01,31.54,15.824285714285717,21.255
2022-10-15,4,30.3,48,13.87,5,0,3.3,2022,10,15,5,1,11.24,22.47,25.44,14.595714285714289,20.86933333333333
2022-10-16,0,25.1,83,17.75,8,1,0.07,2022,10,16,6,1,13.87,9.23,30.4,15.812857142857142,20.447666666666667
2022-10-17,3,25.4,44,33.72,5,0,1.24,2022,10,17,0,0,17.75,24.75,13.95,17.094285714285714,21.10666666666667
2022-10-18,0,20.2,57,18.84,3,1,1.57,2022,10,18,1,0,33.72,16.12,13.81,17.482857142857142,21.274333333333335
2022-10-19,1,42.2,53,23.07,7,0,0.35,2022,10,19,2,0,18.84,15.08,21.11,18.624285714285715,21.339666666666666
2022-10-20,1,21.3,37,24.4,7,1,0.24,2022,10,20,3,0,23.07,11.88,25.02,20.412857142857145,21.319
2022-10-21,3,25.1,72,22.79,8,2,3.52,2022,10,21,4,0,24.4,11.24,32.78,22.062857142857144,20.986
2022-10-22,3,25.0,38,21.54,7,0,5.2,2022,10,22,5,1,22.79,13.87,26.24,23.158571428571427,20.829333333333334
2022-10-23,4,36.3,76,14.83,6,1,7.22,2022,10,23,6,1,21.54,17.75,20.54,22.74142857142857,20.639000000000003
2022-10-24,4,27.9,62,30.71,2,0,2.34,2022,10,24,0,0,14.83,33.72,15.84,22.31142857142857,21.134666666666664
2022-10-25,0,38.7,62,32.84,6,2,1.63,2022,10,25,1,0,30.71,18.84,29.38,24.31142857142857,21.25
2022-10-26,3,25.3,48,11.9,4,1,0.64,2022,10,26,2,0,32.84,23.07,16.21,22.715714285714284,21.106333333333332
2022-10-27,1,32.0,32,15.86,6,0,0.28,2022,10,27,3,0,11.9,24.4,31.77,21.495714285714286,20.576
2022-10-28,4,24.2,39,20.32,4,0,0.12,2022,10,28,4,0,15.86,22.79,20.29,21.142857142857142,20.577
2022-10-29,4,45.0,69,16.21,4,2,1.77,2022,10,29,5,1,20.32,21.54,31.54,20.381428571428575,20.065999999999995
2022-10-30,1,21.7,76,25.04,2,2,2.3,2022,10,30,6,1,16.21,14.83,26.07,21.84,20.03166666666667
2022-10-31,4,32.2,71,17.63,3,1,2.63,2022,10,31,0,0,25.04,30.71,21.18,19.97142857142857,19.913333333333334
2022-11-01,0,34.4,30,34.99,8,0,3.68,2022,11,1,1,0,17.63,32.84,18.88,20.27857142857143,20.450333333333333
2022-11-02,3,32.9,58,29.14,2,0,3.18,2022,11,2,2,0,34.99,11.9,19.95,22.74142857142857,20.756666666666668
2022-11-03,1,28.7,79,23.28,8,2,12.39,2022,11,3,3,0,29.14,15.86,24.57,23.801428571428573,20.713666666666665
2022-11-04,3,29.1,63,28.16,7,2,0.42,2022,11,4,4,0,23.28,20.32,22.46,24.921428571428574,20.903666666666666
2022-11-05,4,30.3,80,28.64,7,1,2.16,2022,11,5,5,1,28.16,16.21,18.44,26.69714285714286,21.24366666666667
2022-11-06,4,29.0,42,18.62,6,0,1.32,2022,11,6,6,1,28.64,25.04,21.01,25.780000000000005,21.164
2022-11-07,1,36.7,83,17.1,4,0,0.45,2022,11,7,0,0,18.62,17.63,22.47,25.704285714285714,20.985
2022-11-08,0,45.5,30,22.47,5,1,6.02,2022,11,8,1,0,17.1,34.99,9.23,23.915714285714284,21.426333333333332
2022-11-09,2,26.1,63,27.17,5,1,3.42,2022,11,9,2,0,22.47,29.14,24.75,23.634285714285713,21.506999999999998
2022-11-10,1,20.4,58,22.83,8,2,0.21,2022,11,10,3,0,27.17,23.28,16.12,23.57,21.730666666666664
2022-11-11,2,29.4,77,12.54,4,2,0.04,2022,11,11,4,0,22.83,28.16,15.08,21.33857142857143,21.646
2022-11-12,2,48.1,76,17.18,8,1,1.75,2022,11,12,5,1,12.54,28.64,11.88,19.701428571428572,21.82266666666667
2022-11-13,0,24.4,42,21.56,2,1,1.39,2022,11,13,6,1,17.18,18.62,11.24,20.12142857142857,22.166666666666668
2022-11-14,2,41.5,77,21.55,3,0,4.12,2022,11,14,0,0,21.56,17.1,13.87,20.75714285714286,22.422666666666668
2022-11-15,2,41.7,78,33.84,2,1,0.4,2022,11,15,1,0,21.55,22.47,17.75,22.381428571428575,22.959
2022-11-16,0,26.1,82,13.68,4,1,0.13,2022,11,16,2,0,33.84,27.17,33.72,20.454285714285714,22.291
2022-11-17,2,34.0,58,25.03,4,0,0.45,2022,11,17,3,0,13.68,22.83,18.84,20.768571428571427,22.497333333333334
2022-11-18,2,41.4,68,30.93,3,1,0.03,2022,11,18,4,0,25.03,12.54,23.07,23.395714285714284,22.759333333333338
2022-11-19,2,27.3,53,35.63,8,2,0.05,2022,11,19,5,1,30.93,17.18,24.4,26.031428571428574,23.13366666666667
2022-11-20,1,28.6,55,19.57,6,2,3.7,2022,11,20,6,1,35.63,21.56,22.79,25.747142857142858,23.026333333333334
2022-11-21,1,25.9,46,24.95,6,0,0.65,2022,11,21,0,0,19.57,21.55,21.54,26.232857142857142,23.14
2022-11-22,1,22.9,36,25.42,3,1,0.79,2022,11,22,1,0,24.95,33.84,14.83,25.03,23.493
2022-11-23,0,25.5,42,23.17,6,2,0.03,2022,11,23,2,0,25.42,13.68,30.71,26.38571428571429,23.24166666666667
2022-11-24,4,21.4,34,21.41,5,2,0.47,2022,11,24,3,0,23.17,25.03,32.84,25.868571428571432,22.860666666666667
2022-11-25,2,30.2,55,24.62,6,2,2.45,2022,11,25,4,0,21.41,30.93,11.9,24.967142857142857,23.28466666666667
2022-11-26,2,24.6,78,6.81,6,2,1.43,2022,11,26,5,1,24.62,35.63,15.86,20.849999999999998,22.983
2022-11-27,0,31.6,32,26.09,6,1,2.1,2022,11,27,6,1,6.81,19.57,20.32,21.78142857142857,23.175333333333334
2022-11-28,2,19.1,36,22.76,5,1,0.89,2022,11,28,0,0,26.09,24.95,16.21,21.46857142857143,23.393666666666668
2022-11-29,1,32.3,87,20.67,8,1,0.56,2022,11,29,1,0,22.76,25.42,25.04,20.79,23.247999999999998
2022-11-30,4,35.8,78,34.28,6,1,0.99,2022,11,30,2,0,20.67,23.17,17.63,22.37714285714286,23.803
2022-12-01,3,16.0,68,17.95,7,2,0.59,2022,12,1,3,0,34.28,21.41,34.99,21.882857142857144,23.235
2022-12-02,2,32.6,82,19.58,5,0,2.74,2022,12,2,4,0,17.95,24.62,29.14,21.162857142857145,22.916333333333334
2022-12-03,1,38.6,30,33.95,3,0,0.53,2022,12,3,5,1,19.58,6.81,23.28,25.04,23.272000000000002
2022-12-04,3,21.5,78,17.01,2,2,1.62,2022,12,4,6,1,33.95,26.09,28.16,23.74285714285714,22.900333333333336
2022-12-05,4,41.7,46,18.7,3,2,0.22,2022,12,5,0,0,17.01,22.76,28.64,23.162857142857145,22.569
2022-12-06,3,32.9,72,21.12,2,0,1.74,2022,12,6,1,0,18.7,20.67,18.62,23.22714285714286,22.652333333333335
2022-12-07,1,25.1,54,27.04,3,0,3.67,2022,12,7,2,0,21.12,34.28,17.1,22.192857142857143,22.983666666666668
2022-12-08,3,29.6,88,23.25,7,2,1.41,2022,12,8,3,0,27.04,17.95,22.47,22.95,23.009666666666664
2022-12-09,0,33.9,32,14.24,2,2,1.23,2022,12,9,4,0,23.25,19.58,27.17,22.187142857142856,22.578666666666667
2022-12-10,3,30.5,44,18.81,2,1,4.87,2022,12,10,5,1,14.24,33.95,22.83,20.024285714285718,22.444666666666667
2022-12-11,2,33.8,58,18.36,4,1,1.48,2022,12,11,6,1,18.81,17.01,12.54,20.217142857142854,22.63866666666667
2022-12-12,2,23.6,82,21.54,2,0,0.45,2022,12,12,0,0,18.36,18.7,17.18,20.622857142857146,22.784
2022-12-13,0,31.2,72,24.56,2,2,0.52,2022,12,13,1,0,21.54,21.12,21.56,21.114285714285717,22.884000000000004
2022-12-14,1,20.1,61,24.51,4,0,1.83,2022,12,14,2,0,24.56,27.04,21.55,20.752857142857142,22.982666666666667
2022-12-15,2,29.2,55,11.34,6,1,1.99,2022,12,15,3,0,24.51,23.25,33.84,19.05142857142857,22.232666666666667
2022-12-16,4,23.7,89,28.38,6,1,0.54,2022,12,16,4,0,11.34,14.24,13.68,21.071428571428573,22.722666666666665
2022-12-17,2,24.9,45,23.52,4,0,0.64,2022,12,17,5,1,28.38,18.81,25.03,21.744285714285716,22.672333333333334
2022-12-18,2,38.7,54,30.31,5,1,7.08,2022,12,18,6,1,23.52,18.36,30.93,23.451428571428576,22.651666666666664
2022-12-19,1,37.6,83,24.67,2,2,0.16,2022,12,19,0,0,30.31,21.54,35.63,23.898571428571426,22.28633333333333
2022-12-20,3,34.3,57,28.61,2,0,0.78,2022,12,20,1,0,24.67,24.56,19.57,24.477142857142855,22.587666666666667
2022-12-21,2,22.4,38,24.8,4,2,0.1,2022,12,21,2,0,28.61,24.51,24.95,24.518571428571427,22.582666666666668
2022-12-22,0,27.8,85,30.08,4,2,2.58,2022,12,22,3,0,24.8,11.34,25.42,27.195714285714285,22.738
2022-12-23,3,38.5,85,25.13,5,1,0.15,2022,12,23,4,0,30.08,28.38,23.17,26.731428571428573,22.80333333333333
2022-12-24,4,31.0,30,21.41,7,2,1.68,2022,12,24,5,1,25.13,23.52,21.41,26.43,22.803333333333335
2022-12-25,1,46.2,58,35.63,6,0,0.09,2022,12,25,6,1,21.41,30.31,24.62,27.189999999999998,23.170333333333335
2022-12-26,4,32.8,86,27.33,3,2,1.68,2022,12,26,0,0,35.63,24.67,6.81,27.57,23.854333333333333
2022-12-27,3,31.3,51,25.44,7,2,2.78,2022,12,27,1,0,27.33,28.61,26.09,27.117142857142856,23.832666666666668
2022-12-28,3,27.8,45,14.34,8,2,0.76,2022,12,28,2,0,25.44,24.8,22.76,25.622857142857146,23.552
2022-12-29,3,30.9,70,14.27,6,2,1.11,2022,12,29,3,0,14.34,30.08,20.67,23.36428571428571,23.33866666666667
2022-12-30,4,28.9,80,23.76,2,2,0.77,2022,12,30,4,0,14.27,25.13,34.28,23.16857142857143,22.988
2022-12-31,3,35.0,73,22.87,8,1,0.54,2022,12,31,5,1,23.76,21.41,17.95,23.377142857142854,23.152
2023-01-01,4,36.7,80,18.32,7,0,2.44,2023,1,1,6,1,22.87,35.63,19.58,20.904285714285717,23.11
2023-01-02,3,24.5,83,22.85,4,1,0.48,2023,1,2,0,0,18.32,27.33,33.95,20.264285714285712,22.74
2023-01-03,0,20.7,70,31.53,5,0,1.93,2023,1,3,1,0,22.85,25.44,17.01,21.134285714285713,23.223999999999997
2023-01-04,3,17.1,36,26.17,6,0,0.35,2023,1,4,2,0,31.53,14.34,18.7,22.824285714285715,23.473000000000003
2023-01-05,4,33.6,43,15.15,5,0,0.43,2023,1,5,3,0,26.17,14.27,21.12,22.95,23.274
2023-01-06,2,22.3,58,21.33,8,0,0.62,2023,1,6,4,0,15.15,23.76,27.04,22.602857142857143,23.08366666666667
2023-01-07,3,14.9,48,17.17,6,0,1.33,2023,1,7,5,1,21.33,22.87,23.25,21.78857142857143,22.881000000000004
2023-01-08,2,32.7,48,19.67,7,2,0.91,2023,1,8,6,1,17.17,18.32,14.24,21.981428571428573,23.062
2023-01-09,0,47.5,31,19.52,2,1,2.05,2023,1,9,0,0,19.67,22.85,18.81,21.505714285714287,23.085666666666665
2023-01-10,1,30.0,70,19.13,3,1,0.36,2023,1,10,1,0,19.52,31.53,18.36,19.73428571428571,23.11133333333333
2023-01-11,0,35.9,74,14.47,5,2,0.02,2023,1,11,2,0,19.13,26.17,21.54,18.062857142857144,22.875666666666667
2023-01-12,3,30.6,44,21.23,5,0,2.25,2023,1,12,3,0,14.47,15.15,24.56,18.931428571428572,22.764666666666663
2023-01-13,2,29.3,32,18.64,3,1,2.59,2023,1,13,4,0,21.23,21.33,24.51,18.547142857142855,22.569
2023-01-14,2,36.4,40,4.42,5,2,0.09,2023,1,14,5,1,18.64,17.17,11.34,16.725714285714286,22.338333333333335
2023-01-15,4,28.0,82,34.32,5,2,1.42,2023,1,15,6,1,4.42,19.67,28.38,18.818571428571428,22.536333333333335
2023-01-16,2,31.9,75,28.53,6,1,0.71,2023,1,16,0,0,34.32,19.52,23.52,20.10571428571429,22.70333333333333
2023-01-17,4,32.3,59,19.74,6,1,2.37,2023,1,17,1,0,28.53,19.13,30.31,20.192857142857143,22.351
2023-01-18,1,25.3,86,22.11,3,0,3.11,2023,1,18,2,0,19.74,14.47,24.67,21.284285714285716,22.265666666666668
2023-01-19,3,36.9,69,14.97,8,0,2.86,2023,1,19,3,0,22.11,21.23,28.61,20.389999999999997,21.811
2023-01-20,4,28.8,47,32.17,2,1,2.25,2023,1,20,4,0,14.97,18.64,24.8,22.322857142857142,22.056666666666665
2023-01-21,1,24.7,80,33.38,7,0,0.47,2023,1,21,5,1,32.17,4.42,30.08,26.460000000000004,22.166666666666668
2023-01-22,2,33.8,77,22.94,7,2,2.51,2023,1,22,6,1,33.38,34.32,25.13,24.834285714285716,22.093666666666667
2023-01-23,2,23.7,31,28.14,8,0,1.14,2023,1,23,0,0,22.94,28.53,21.41,24.77857142857143,22.317999999999998
2023-01-24,1,30.2,61,23.05,5,0,0.08,2023,1,24,1,0,28.14,19.74,35.63,25.251428571428573,21.898666666666667
2023-01-25,2,29.9,37,13.98,2,2,0.92,2023,1,25,2,0,23.05,22.11,27.33,24.09,21.453666666666667
2023-01-26,1,37.6,51,19.53,3,0,4.28,2023,1,26,3,0,13.98,14.97,25.44,24.74142857142857,21.256666666666668
2023-01-27,4,33.3,35,22.79,8,2,3.28,2023,1,27,4,0,19.53,32.17,14.34,23.40142857142857,21.538333333333338
2023-01-28,4,29.8,41,19.27,3,0,0.16,2023,1,28,5,1,22.79,33.38,14.27,21.385714285714283,21.705
2023-01-29,1,35.7,76,20.69,6,1,2.04,2023,1,29,6,1,19.27,22.94,23.76,21.064285714285713,21.602666666666668
2023-01-30,4,39.7,86,21.45,5,0,2.46,2023,1,30,0,0,20.69,28.14,22.87,20.108571428571427,21.555333333333333
2023-01-31,4,33.9,69,21.51,4,1,0.47,2023,1,31,1,0,21.45,23.05,18.32,19.888571428571428,21.66166666666667
2023-02-01,4,30.1,65,22.31,3,1,0.96,2023,2,1,2,0,21.51,13.98,22.85,21.07857142857143,21.643666666666668
2023-02-02,0,20.8,44,15.64,8,1,1.86,2023,2,2,3,0,22.31,19.53,31.53,20.52285714285714,21.114
2023-02-03,3,22.5,57,17.7,5,1,0.87,2023,2,3,4,0,15.64,22.79,26.17,19.795714285714286,20.831666666666663
2023-02-04,2,27.9,81,14.29,2,1,0.18,2023,2,4,5,1,17.7,19.27,15.15,19.084285714285716,20.803
2023-02-05,0,25.7,86,27.87,8,2,1.84,2023,2,5,6,1,14.29,20.69,21.33,20.109999999999996,21.021
2023-02-06,4,28.7,78,9.37,6,2,3.64,2023,2,6,0,0,27.87,21.45,17.17,18.384285714285713,20.761000000000003
2023-02-07,1,30.4,74,28.92,7,2,1.59,2023,2,7,1,0,9.37,21.51,19.67,19.442857142857143,21.069333333333336
2023-02-08,4,33.7,47,30.32,2,1,2.23,2023,2,8,2,0,28.92,22.31,19.52,20.587142857142858,21.429333333333336
2023-02-09,3,29.5,31,20.19,3,0,0.67,2023,2,9,3,0,30.32,15.64,19.13,21.23714285714286,21.464666666666666
2023-02-10,4,33.4,42,6.38,3,2,0.3,2023,2,10,4,0,20.19,17.7,14.47,19.62,21.195
2023-02-11,1,30.5,74,19.83,2,0,1.54,2023,2,11,5,1,6.38,14.29,21.23,20.41142857142857,21.148333333333333
2023-02-12,3,16.2,83,21.61,3,0,0.6,2023,2,12,6,1,19.83,27.87,18.64,19.517142857142858,21.247333333333337
2023-02-13,4,23.4,44,15.94,8,1,2.95,2023,2,13,0,0,21.61,9.37,4.42,20.455714285714286,21.63133333333333
2023-02-14,3,29.0,49,18.91,5,1,0.2,2023,2,14,1,0,15.94,28.92,34.32,19.025714285714287,21.117666666666665
2023-02-15,2,21.5,58,31.18,3,1,0.85,2023,2,15,2,0,18.91,30.32,28.53,19.148571428571426,21.206000000000003
2023-02-16,2,34.2,88,25.99,6,2,0.76,2023,2,16,3,0,31.18,20.19,19.74,19.97714285714286,21.414333333333335
2023-02-17,4,40.7,71,16.45,5,1,4.17,2023,2,17,4,0,25.99,6.38,22.11,21.415714285714284,21.225666666666665
2023-02-18,3,38.5,58,12.41,8,2,0.25,2023,2,18,5,1,16.45,19.83,14.97,20.35571428571428,21.140333333333334
2023-02-19,1,28.5,32,20.04,4,2,0.01,2023,2,19,6,1,12.41,21.61,32.17,20.131428571428575,20.736
2023-02-20,4,40.4,48,20.72,3,2,0.41,2023,2,20,0,0,20.04,15.94,33.38,20.814285714285713,20.314000000000004
2023-02-21,2,31.0,32,24.98,3,2,2.57,2023,2,21,1,0,20.72,18.91,22.94,21.68142857142857,20.382
2023-02-22,2,27.6,83,18.79,6,1,0.35,2023,2,22,2,0,24.98,31.18,28.14,19.91142857142857,20.070333333333334
2023-02-23,4,25.7,43,25.07,8,2,0.41,2023,2,23,3,0,18.79,25.99,23.05,19.779999999999998,20.137666666666664
2023-02-24,3,27.9,69,33.61,6,1,0.21,2023,2,24,4,0,25.07,16.45,13.98,22.231428571428573,20.791999999999998
2023-02-25,2,27.3,88,26.89,7,1,1.89,2023,2,25,5,1,33.61,12.41,19.53,24.300000000000004,21.03733333333333
2023-02-26,3,31.2,84,21.71,8,2,0.11,2023,2,26,6,1,26.89,20.04,22.79,24.538571428571426,21.00133333333333
2023-02-27,2,31.1,33,20.9,2,1,0.6,2023,2,27,0,0,21.71,20.72,19.27,24.564285714285713,21.055666666666664
2023-02-28,2,30.0,88,19.86,2,0,0.5,2023,2,28,1,0,20.9,24.98,20.69,23.83285714285714,21.028
2023-03-01,0,33.1,89,29.08,2,1,1.22,2023,3,1,2,0,19.86,18.79,21.45,25.302857142857142,21.282333333333334
2023-03-02,2,38.3,81,18.24,6,1,1.97,2023,3,2,3,0,29.08,25.07,21.51,24.32714285714286,21.173333333333336
2023-03-03,1,36.6,40,22.27,2,2,1.14,2023,3,3,4,0,18.24,33.61,22.31,22.707142857142856,21.172
2023-03-04,4,19.6,87,22.31,8,2,4.01,2023,3,4,5,1,22.27,26.89,15.64,22.052857142857142,21.394333333333332
2023-03-05,4,12.1,60,18.99,2,1,4.54,2023,3,5,6,1,22.31,21.71,17.7,21.664285714285715,21.437333333333335
2023-03-06,3,36.5,72,13.77,4,2,0.67,2023,3,6,0,0,18.99,20.9,14.29,20.645714285714284,21.419999999999998
2023-03-07,2,20.4,61,23.94,2,0,2.26,2023,3,7,1,0,13.77,19.86,27.87,21.228571428571428,21.288999999999998
2023-03-08,1,28.4,56,21.63,3,0,2.01,2023,3,8,2,0,23.94,29.08,9.37,20.164285714285715,21.697666666666667
2023-03-09,3,21.8,59,25.0,7,2,3.35,2023,3,9,3,0,21.63,18.24,28.92,21.13,21.567
2023-03-10,0,17.4,72,18.8,6,1,0.89,2023,3,10,4,0,25.0,22.27,30.32,20.634285714285713,21.182999999999996
2023-03-11,3,33.8,31,29.32,5,0,1.13,2023,3,11,5,1,18.8,22.31,20.19,21.635714285714283,21.487333333333332
2023-03-12,3,35.3,78,16.74,7,0,0.81,2023,3,12,6,1,29.32,18.99,6.38,21.314285714285713,21.832666666666668
2023-03-13,2,26.0,38,32.27,4,1,2.85,2023,3,13,0,0,16.74,13.77,19.83,23.95714285714286,22.247333333333334
2023-03-14,0,11.9,57,11.51,6,2,0.39,2023,3,14,1,0,32.27,23.94,21.61,22.18142857142857,21.910666666666664
2023-03-15,3,26.2,60,24.61,8,0,0.41,2023,3,15,2,0,11.51,21.63,15.94,22.607142857142858,22.199666666666666
2023-03-16,1,32.7,89,24.85,6,1,0.7,2023,3,16,3,0,24.61,25.0,18.91,22.585714285714285,22.397666666666666
2023-03-17,1,19.6,63,17.23,3,1,0.39,2023,3,17,4,0,24.85,18.8,31.18,22.361428571428572,21.932666666666666
2023-03-18,4,31.3,85,24.55,8,0,1.23,2023,3,18,5,1,17.23,29.32,25.99,21.68,21.884666666666664
2023-03-19,0,29.9,44,29.68,7,2,0.22,2023,3,19,6,1,24.55,16.74,16.45,23.52857142857143,22.32566666666667
2023-03-20,0,34.1,77,8.7,7,0,0.58,2023,3,20,0,0,29.68,32.27,12.41,20.161428571428576,22.201999999999998
2023-03-21,4,30.8,54,25.02,2,1,3.67,2023,3,21,1,0,8.7,11.51,20.04,22.09142857142857,22.368
2023-03-22,3,23.2,65,7.04,8,0,0.79,2023,3,22,2,0,25.02,24.61,20.72,19.581428571428575,21.912
2023-03-23,0,38.4,37,16.21,3,2,2.07,2023,3,23,3,0,7.04,24.85,24.98,18.34714285714286,21.619666666666664
2023-03-24,1,28.9,38,31.77,2,1,0.18,2023,3,24,4,0,16.21,17.23,18.79,20.424285714285713,22.05233333333333
2023-03-25,1,29.8,87,18.51,2,2,0.43,2023,3,25,5,1,31.77,24.55,25.07,19.56142857142857,21.83366666666667
2023-03-26,2,23.5,87,14.96,6,0,2.47,2023,3,26,6,1,18.51,29.68,33.61,17.458571428571428,21.212
2023-03-27,0,26.9,66,20.81,7,0,2.16,2023,3,27,0,0,14.96,8.7,26.89,19.18857142857143,21.009333333333338
2023-03-28,3,23.8,77,34.41,2,2,0.73,2023,3,28,1,0,20.81,25.02,21.71,20.529999999999998,21.432666666666666
2023-03-29,4,28.8,74,11.01,4,0,4.63,2023,3,29,2,0,34.41,7.04,20.9,21.09714285714286,21.103
2023-03-30,4,42.0,68,15.69,4,2,3.62,2023,3,30,3,0,11.01,16.21,19.86,21.02285714285714,20.964000000000002
2023-03-31,3,20.4,61,30.98,7,0,4.92,2023,3,31,4,0,15.69,31.77,29.08,20.91,21.02733333333333
2023-04-01,2,18.7,87,33.15,4,2,0.84,2023,4,1,5,1,30.98,18.51,18.24,23.00142857142857,21.524333333333335
2023-04-02,4,40.3,81,21.38,6,2,0.33,2023,4,2,6,1,33.15,14.96,22.27,23.91857142857143,21.494666666666667
