date,city,temperature_c,humidity_percent,electricity_units_kwh,household_size,income_level,power_outage_hours
2023-05-31,0,25.9,61,25.62,7,1,2.46
2023-06-01,2,28.8,78,35.82,8,0,0.17
2023-06-02,4,32.0,67,13.12,3,0,6.48
2023-06-03,4,28.3,86,29.56,8,1,1.45
2023-06-04,0,41.3,76,28.88,4,1,1.58
2023-06-05,3,33.4,32,16.16,8,0,0.33
2023-06-06,1,35.1,67,28.04,6,0,0.41
2023-06-07,3,34.6,32,24.02,3,0,1.62
2023-06-08,0,38.2,59,20.64,2,1,3.61
2023-06-09,4,31.3,30,17.06,7,0,6.06
2023-06-10,3,20.9,59,17.69,5,2,0.33
2023-06-11,4,32.8,74,34.3,3,1,0.22
2023-06-12,1,25.4,61,22.0,6,0,0.09
2023-06-13,4,26.3,57,26.69,8,1,3.04
2023-06-14,4,34.1,50,17.25,7,2,0.52
2023-06-15,2,38.7,87,17.32,4,1,0.0
2023-06-16,2,30.1,75,28.49,2,0,0.38
2023-06-17,2,32.2,42,13.9,4,2,0.62
2023-06-18,4,41.9,56,19.51,5,2,7.06
2023-06-19,0,31.7,65,22.2,3,0,1.11
2023-06-20,4,48.2,36,22.67,7,0,0.34
2023-06-21,0,34.0,51,20.93,3,0,0.61
2023-06-22,0,17.7,39,24.37,6,1,0.6
2023-06-23,2,35.3,68,26.16,3,1,0.03
2023-06-24,3,32.7,82,26.41,2,1,0.22
2023-06-25,1,39.0,44,16.09,5,0,1.78
2023-06-26,2,34.7,44,20.3,4,0,0.19
2023-06-27,2,29.0,33,29.17,5,1,0.39
2023-06-28,3,21.4,61,27.37,7,2,0.65
2023-06-29,1,28.5,52,13.76,3,1,2.13
2023-06-30,4,24.0,84,24.11,7,2,1.31
2023-07-01,4,25.9,35,10.13,4,0,1.75
2023-07-02,2,34.1,53,22.28,7,0,1.26
2023-07-03,1,41.7,49,33.39,6,1,1.73
2023-07-04,2,32.8,87,16.31,5,1,0.0
2023-07-05,0,21.6,66,16.99,4,0,4.01
2023-07-06,2,33.1,49,26.58,4,1,0.18
2023-07-07,2,38.4,41,12.74,8,0,0.78
2023-07-08,4,25.7,62,18.2,4,0,2.21
2023-07-09,4,29.1,57,25.58,8,2,0.86
2023-07-10,4,30.1,37,18.19,2,1,4.4
2023-07-11,0,24.5,30,20.58,8,0,0.95
2023-07-12,4,34.5,66,26.47,5,1,3.12
2023-07-13,1,29.2,51,24.53,7,2,2.5
2023-07-14,3,32.9,35,23.6,8,2,5.94
2023-07-15,1,23.8,50,19.97,4,1,3.92
2023-07-16,1,26.9,61,24.22,5,1,3.43
2023-07-17,4,35.1,64,21.26,8,0,1.97
2023-07-18,3,27.4,44,24.75,8,2,0.69
2023-07-19,3,42.1,34,19.02,4,2,0.17
2023-07-20,3,27.2,89,20.9,6,2,1.75
2023-07-21,0,31.6,85,16.06,6,1,5.77
2023-07-22,4,36.5,75,21.79,8,0,1.95
2023-07-23,3,20.1,79,17.13,6,1,3.96
2023-07-24,0,17.7,77,15.32,3,1,2.45
2023-07-25,2,19.3,35,23.55,4,1,0.27
2023-07-26,2,38.8,54,23.28,3,0,0.43
2023-07-27,0,26.1,85,26.7,5,1,0.63
2023-07-28,0,47.9,75,19.41,3,2,0.28
2023-07-29,4,26.1,88,24.45,5,2,1.31
2023-07-30,4,31.3,85,25.3,8,2,5.56
2023-07-31,2,40.8,69,24.67,5,0,2.15
2023-08-01,3,44.0,58,17.05,5,1,0.83
2023-08-02,2,44.4,36,22.9,7,0,0.01
2023-08-03,3,38.5,69,24.18,3,1,0.56
2023-08-04,3,37.2,42,22.04,7,2,1.12
2023-08-05,4,34.1,67,9.48,8,1,0.59
2023-08-06,1,35.4,47,22.96,4,1,0.18
2023-08-07,1,26.1,31,35.28,3,1,0.88
2023-08-08,0,24.3,37,19.84,4,0,0.44
2023-08-09,4,30.0,40,17.63,4,1,3.6
2023-08-10,3,28.8,62,24.24,5,1,0.16
2023-08-11,1,26.8,83,23.87,3,1,0.08
2023-08-12,3,34.9,67,29.16,4,0,0.01
2023-08-13,1,36.7,77,14.45,6,0,0.6
2023-08-14,1,30.6,56,26.39,4,0,1.62
2023-08-15,1,40.3,49,25.54,6,1,1.97
2023-08-16,4,22.0,41,21.15,3,2,0.91
2023-08-17,2,28.6,72,24.03,8,2,1.73
2023-08-18,3,25.0,60,28.18,7,2,0.67
2023-08-19,4,16.9,56,27.23,3,1,1.65
2023-08-20,4,29.4,61,15.14,7,2,0.06
2023-08-21,4,29.1,39,26.92,7,2,0.74
2023-08-22,4,40.6,32,21.61,3,2,2.35
2023-08-23,4,34.4,74,22.44,4,1,2.44
2023-08-24,0,22.8,56,22.44,2,2,1.89
2023-08-25,3,43.0,64,21.1,4,2,0.34
2023-08-26,4,38.5,60,29.15,4,1,0.43
2023-08-27,3,34.1,44,21.5,8,0,8.32
2023-08-28,0,28.4,45,15.28,5,2,0.16
2023-08-29,0,23.3,42,19.64,5,0,0.3
2023-08-30,3,27.4,78,23.07,4,2,0.21
2023-08-31,1,37.6,64,29.38,6,1,0.6
2023-09-01,2,43.2,81,25.62,8,0,0.35
2023-09-02,1,40.8,40,16.9,7,0,1.03
2023-09-03,1,26.6,88,36.91,5,0,0.97
2023-09-04,1,22.2,50,23.59,4,0,3.48
2023-09-05,4,31.0,80,29.65,8,2,0.05
2023-09-06,0,17.6,83,21.09,2,2,0.58
2023-09-07,1,32.3,40,25.2,6,0,1.36
2023-09-08,0,29.0,59,27.04,3,2,1.39
2023-09-09,3,26.7,89,29.31,4,0,0.98
2023-09-10,2,18.8,77,28.34,8,0,2.54
2023-09-11,3,33.6,82,27.23,4,1,0.1
2023-09-12,3,26.3,64,20.11,7,0,2.54
2023-09-13,4,21.8,51,18.57,6,2,1.02
2023-09-14,2,9.9,67,24.0,5,0,0.22
2023-09-15,3,29.8,60,27.6,5,1,3.25
2023-09-16,3,42.4,43,20.66,5,2,1.57
2023-09-17,2,41.6,53,28.39,3,1,0.27
2023-09-18,2,26.8,79,30.72,8,1,0.05
2023-09-19,3,25.8,78,16.5,6,0,0.23
2023-09-20,2,33.3,61,16.98,6,1,1.41
2023-09-21,3,23.0,65,21.16,5,1,0.3
2023-09-22,3,32.1,61,23.85,5,2,0.38
2023-09-23,4,35.4,84,18.85,7,1,0.04
2023-09-24,1,38.6,44,30.11,2,0,1.93
2023-09-25,3,29.3,72,24.54,2,0,2.49
2023-09-26,0,28.6,87,22.24,4,0,2.39
2023-09-27,1,23.9,64,13.38,4,1,0.2
2023-09-28,1,24.2,32,14.11,6,2,3.5
2023-09-29,1,28.4,45,23.69,6,0,1.67
2023-09-30,4,32.6,34,9.2,3,1,3.42
2023-10-01,3,36.4,50,28.08,3,0,0.89
2023-10-02,4,24.4,39,21.05,2,0,0.86
2023-10-03,3,40.4,48,41.46,4,2,2.3
2023-10-04,4,28.1,54,35.85,2,0,0.15
2023-10-05,4,29.9,33,20.91,2,2,1.1
2023-10-06,0,24.8,58,21.36,4,1,2.72
2023-10-07,4,13.0,48,27.97,8,0,2.66
2023-10-08,2,36.2,72,32.22,3,1,4.69
2023-10-09,0,35.2,31,12.17,7,1,1.8
2023-10-10,4,28.0,39,11.28,7,1,0.35
2023-10-11,1,30.5,72,18.27,7,0,0.03
2023-10-12,2,33.6,54,25.5,4,2,0.98
2023-10-13,2,19.1,49,24.98,5,0,1.08
2023-10-14,2,26.3,77,28.42,5,1,0.41
2023-10-15,0,35.6,48,14.8,5,2,0.2
2023-10-16,4,21.2,52,8.1,6,1,1.32
2023-10-17,4,32.1,53,27.15,3,2,2.17
2023-10-18,1,20.5,40,17.03,3,0,7.48
2023-10-19,1,33.3,75,9.89,8,2,2.13
2023-10-20,2,29.8,63,22.87,8,0,2.37
2023-10-21,1,18.7,84,26.76,6,1,1.44
2023-10-22,0,38.2,57,21.27,2,2,6.39
2023-10-23,4,24.9,34,19.25,8,1,1.53
2023-10-24,2,24.3,88,21.04,7,2,2.95
2023-10-25,1,31.4,34,19.78,5,0,4.37
2023-10-26,0,38.0,80,13.91,7,2,3.99
2023-10-27,0,22.9,50,17.71,5,2,0.72
2023-10-28,1,30.4,41,25.13,7,0,0.12
2023-10-29,4,33.0,79,23.93,2,0,0.28
2023-10-30,1,34.9,33,23.01,7,0,0.09
2023-10-31,2,31.2,83,16.03,7,2,0.17
2023-11-01,1,27.4,78,20.91,4,1,0.31
2023-11-02,0,24.2,71,8.94,7,2,0.63
2023-11-03,1,30.6,49,23.07,4,2,1.18
2023-11-04,4,22.5,67,30.57,3,1,1.87
2023-11-05,3,9.6,54,13.16,6,0,0.36
2023-11-06,1,33.1,43,18.48,7,2,1.67
2023-11-07,4,36.3,40,23.97,3,1,1.83
2023-11-08,4,13.5,61,29.52,8,0,1.23
2023-11-09,0,22.9,40,19.31,8,0,3.51
2023-11-10,4,34.3,47,17.85,4,2,0.18
2023-11-11,4,44.4,56,10.19,7,0,0.29
2023-11-12,4,30.1,84,22.62,7,0,0.84
2023-11-13,4,24.9,83,34.25,2,1,0.2
2023-11-14,2,28.7,47,23.66,3,1,1.25
2023-11-15,2,39.6,85,21.87,5,0,0.76
2023-11-16,0,25.5,52,23.93,5,1,0.5
2023-11-17,1,24.4,40,21.93,2,0,0.28
2023-11-18,4,26.6,50,17.12,4,2,0.61
2023-11-19,1,23.3,73,26.94,5,1,1.4
2023-11-20,1,30.9,34,23.35,5,0,1.29
2023-11-21,0,41.4,52,22.11,8,0,0.27
2023-11-22,4,32.3,70,16.15,8,1,0.2
2023-11-23,4,28.2,88,29.82,6,1,0.04
2023-11-24,3,28.0,54,25.99,3,2,0.02
2023-11-25,1,19.1,70,18.68,4,0,3.18
2023-11-26,1,36.2,83,28.01,7,2,0.07
2023-11-27,2,29.5,39,19.01,3,2,1.97
2023-11-28,3,28.7,51,17.31,4,2,3.08
2023-11-29,2,52.4,48,17.44,5,1,0.15
2023-11-30,2,32.1,30,11.37,6,2,0.86
2023-12-01,2,24.7,36,24.83,3,1,4.92
2023-12-02,0,27.0,33,11.01,5,1,2.69
2023-12-03,0,38.0,30,14.63,4,2,1.01
2023-12-04,2,30.8,44,9.55,3,2,2.16
2023-12-05,3,19.9,69,21.48,7,0,2.69
2023-12-06,1,36.4,41,21.1,3,2,0.64
2023-12-07,3,25.3,51,20.04,5,0,3.34
2023-12-08,4,43.1,51,15.74,3,2,0.95
2023-12-09,0,37.6,79,14.97,7,2,1.13
2023-12-10,1,26.9,76,24.79,6,2,12.21
2023-12-11,1,39.0,46,18.7,6,2,2.78
2023-12-12,4,30.5,58,23.9,5,0,0.67
2023-12-13,4,36.0,75,16.69,4,0,0.02
2023-12-14,2,33.4,43,23.09,5,2,1.48
2023-12-15,0,24.1,79,29.82,6,2,1.83
2023-12-16,0,25.5,49,25.52,2,0,1.58
2023-12-17,3,37.2,79,19.53,2,1,5.16
2023-12-18,2,27.7,77,23.54,3,1,2.98
2023-12-19,2,27.2,62,20.56,7,1,0.89
2023-12-20,2,23.3,84,22.05,8,0,0.1
2023-12-21,2,33.0,88,20.05,8,0,0.97
2023-12-22,0,44.4,72,21.01,8,1,1.75
2023-12-23,0,22.5,44,23.27,3,1,1.4
2023-12-24,2,30.2,41,16.04,2,2,1.16
2023-12-25,3,39.9,69,15.9,6,0,0.95
2023-12-26,1,29.4,83,13.67,3,0,0.52
2023-12-27,1,33.2,49,12.4,8,1,0.49
2023-12-28,3,22.6,59,14.7,8,1,1.04
2023-12-29,2,33.0,67,22.96,5,0,0.26
2023-12-30,0,28.7,32,16.64,8,2,0.62
2023-12-31,1,36.9,57,25.08,7,1,0.59
2024-01-01,4,38.3,85,22.21,8,0,1.33
2024-01-02,4,48.1,55,10.19,5,0,0.1
2024-01-03,3,34.1,59,25.93,8,2,2.66
2024-01-04,2,32.3,42,26.86,7,2,1.24
2024-01-05,1,31.4,42,16.04,6,1,1.67
2024-01-06,2,27.5,31,24.52,3,1,1.82
2024-01-07,1,32.4,66,16.86,7,1,0.52
2024-01-08,3,27.9,78,22.59,5,0,0.95
2024-01-09,3,31.2,67,14.41,3,1,4.69
2024-01-10,4,39.2,31,11.24,3,0,2.18
2024-01-11,2,23.0,65,19.7,5,1,5.24
2024-01-12,4,38.0,83,21.26,2,2,2.06
2024-01-13,2,39.2,55,19.61,8,2,0.29
2024-01-14,4,29.2,40,14.9,7,0,0.1
2024-01-15,0,15.1,37,19.6,5,2,1.29
2024-01-16,0,25.7,73,23.62,6,0,0.66
2024-01-17,0,39.1,69,21.73,4,0,0.48
2024-01-18,0,29.8,72,23.1,5,2,2.47
2024-01-19,1,23.0,51,17.98,8,0,0.69
2024-01-20,0,26.5,49,29.03,8,2,0.57
2024-01-21,3,35.9,37,14.94,3,1,2.85
2024-01-22,3,33.8,58,24.93,3,1,2.81
2024-01-23,1,28.3,69,29.09,5,2,0.66
2024-01-24,0,27.4,55,24.89,4,2,2.68
2024-01-25,0,27.3,59,20.78,5,2,2.85
2024-01-26,0,23.5,46,18.83,4,2,0.83
2024-01-27,4,41.3,49,28.22,4,1,0.1
2024-01-28,2,27.7,81,13.46,8,0,0.0
2024-01-29,4,38.5,84,16.18,8,0,1.11
2024-01-30,2,40.6,45,19.61,8,1,0.63
2024-01-31,0,37.0,75,29.43,6,0,8.78
2024-02-01,0,27.0,72,24.28,8,1,2.22
2024-02-02,4,32.8,36,16.19,7,0,2.15
2024-02-03,4,29.8,45,20.14,3,2,4.66
2024-02-04,2,23.7,74,18.31,3,2,3.28
2024-02-05,3,32.3,88,17.74,4,2,0.57
2024-02-06,2,21.7,76,27.87,3,1,0.27
2024-02-07,4,38.3,85,13.77,2,1,2.05
2024-02-08,4,26.7,77,31.65,4,0,0.71
2024-02-09,1,31.4,56,26.97,3,0,0.96
2024-02-10,4,32.0,82,28.55,2,0,1.49
2024-02-11,1,28.2,52,19.22,6,1,3.58
2024-02-12,3,34.1,53,21.1,3,0,0.81
2024-02-13,2,26.7,38,13.4,2,2,2.29
2024-02-14,2,36.1,64,18.85,5,0,0.47
2024-02-15,1,20.6,80,24.96,7,2,1.8
2024-02-16,2,30.9,49,29.78,5,1,0.0
2024-02-17,4,43.6,66,15.36,2,2,3.08
2024-02-18,0,23.0,71,19.81,4,2,0.05
2024-02-19,1,25.3,46,21.09,8,2,1.87
2024-02-20,2,33.6,76,13.63,8,1,0.07
2024-02-21,1,31.3,60,25.55,8,1,0.46
2024-02-22,1,32.5,84,17.66,4,1,1.03
2024-02-23,0,33.4,86,20.83,3,1,0.82
2024-02-24,4,34.4,37,19.29,8,0,0.32
2024-02-25,1,37.8,44,17.26,5,1,0.61
2024-02-26,2,32.9,60,21.96,4,2,1.95
2024-02-27,3,28.3,82,20.71,4,1,1.66
2024-02-28,1,34.7,59,19.77,8,0,0.11
2024-02-29,1,43.3,75,17.63,5,0,2.06
2024-03-01,0,29.1,49,23.92,6,0,0.08
2024-03-02,4,23.2,89,31.92,4,2,1.17
2024-03-03,3,37.7,68,22.84,8,1,0.45
2024-03-04,2,29.2,82,27.98,7,1,1.33
2024-03-05,3,14.8,84,13.66,2,1,0.45
2024-03-06,2,35.9,41,22.95,3,2,6.3
2024-03-07,4,26.3,78,15.42,4,2,0.56
2024-03-08,2,29.4,46,13.14,7,0,0.42
2024-03-09,0,32.3,71,17.56,7,0,0.49
2024-03-10,0,31.3,59,29.15,4,1,3.4
2024-03-11,0,35.0,58,27.7,6,2,1.52
2024-03-12,0,27.0,48,23.46,2,2,1.97
2024-03-13,3,33.6,75,12.8,3,1,3.75
2024-03-14,4,28.2,40,20.82,4,1,3.64
2024-03-15,2,35.2,63,23.81,3,0,2.01
2024-03-16,2,34.3,79,23.05,5,0,0.33
2024-03-17,0,23.5,36,10.94,7,0,2.78
2024-03-18,0,37.6,73,16.66,7,1,0.34
2024-03-19,1,26.2,87,21.62,4,1,2.04
2024-03-20,4,35.7,63,25.22,4,0,1.74
2024-03-21,3,32.6,88,8.82,5,0,2.13
2024-03-22,2,42.9,49,21.03,6,2,1.14
2024-03-23,1,28.4,79,22.86,4,2,1.53
2024-03-24,1,27.6,67,27.1,7,0,4.6
2024-03-25,2,29.9,53,26.16,3,0,0.16
2024-03-26,3,27.9,39,25.5,2,2,0.55
2024-03-27,1,35.6,61,17.2,8,0,1.42
2024-03-28,1,18.7,81,10.55,3,2,4.99
2024-03-29,4,22.6,44,19.64,6,2,0.15
2024-03-30,3,22.5,66,28.01,2,2,0.03
2024-03-31,1,36.7,49,30.36,3,1,0.09
2024-04-01,3,42.0,32,26.26,3,1,0.08
2024-04-02,2,29.3,66,24.58,5,0,3.58
2024-04-03,0,28.8,86,24.28,8,2,1.92
2024-04-04,1,30.5,69,18.66,6,1,1.7
2024-04-05,4,38.1,37,21.22,7,0,1.11
2024-04-06,2,23.5,69,32.01,5,0,2.28
2024-04-07,3,31.7,73,16.34,2,0,0.25
2024-04-08,2,36.8,85,31.69,8,0,0.75
2024-04-09,1,33.5,52,20.07,7,0,1.01
2024-04-10,3,31.3,69,29.95,5,2,0.18
2024-04-11,0,37.0,40,13.56,8,0,0.82
2024-04-12,2,11.1,75,25.52,6,2,0.57
2024-04-13,1,34.7,37,17.58,4,1,0.05
2024-04-14,4,25.4,58,13.51,4,0,0.22
2024-04-15,3,17.2,59,23.31,2,1,2.17
2024-04-16,2,33.6,85,28.06,4,2,0.03
2024-04-17,2,39.6,89,16.93,5,2,4.08
2024-04-18,0,29.0,39,13.01,2,1,0.14
2024-04-19,0,36.7,68,21.45,7,0,2.41
2024-04-20,4,41.3,57,21.48,6,0,3.43
2024-04-21,4,39.2,78,25.29,2,1,4.25
2024-04-22,1,41.5,65,27.7,7,1,3.03
2024-04-23,1,35.2,42,21.64,2,1,0.51
2024-04-24,4,30.5,61,33.13,3,0,0.61
2024-04-25,4,18.8,65,23.35,3,0,0.83
2024-04-26,3,28.3,66,19.92,2,0,0.23
2024-04-27,0,24.1,55,12.33,8,1,0.03
2024-04-28,1,45.2,51,20.42,4,0,3.05
2024-04-29,0,28.8,33,19.98,3,2,1.21
2024-04-30,0,30.9,60,27.76,8,1,1.41
2024-05-01,4,33.9,47,24.77,8,0,3.93
2024-05-02,3,30.3,67,14.92,6,1,1.64
2024-05-03,2,41.9,53,23.03,7,2,1.76
2024-05-04,3,25.6,85,26.03,5,2,2.32
2024-05-05,3,31.4,52,31.17,3,1,0.19
2024-05-06,0,24.8,51,27.33,2,1,0.67
2024-05-07,3,20.8,31,26.57,4,2,5.17
2024-05-08,1,25.7,60,22.36,5,1,3.84
2024-05-09,0,29.7,84,24.33,7,2,3.23
2024-05-10,1,27.0,40,29.5,8,2,0.9
2024-05-11,2,25.2,57,14.0,7,0,2.92
2024-05-12,0,20.2,75,19.9,3,1,0.07
2024-05-13,2,29.4,61,17.36,7,1,0.24
2024-05-14,0,19.5,34,24.27,7,0,0.8
2024-05-15,4,35.3,67,29.38,4,2,0.99
2024-05-16,3,30.6,39,18.42,8,1,0.46
2024-05-17,4,19.8,69,7.66,4,0,0.66
2024-05-18,2,27.8,75,19.53,4,0,0.27
2024-05-19,3,24.7,53,27.48,2,1,1.01
2024-05-20,0,32.2,64,25.23,7,0,2.37
2024-05-21,3,39.4,73,24.57,7,2,1.62
2024-05-22,1,16.9,77,20.32,7,0,0.17
2024-05-23,3,30.8,89,14.33,6,2,1.0
2024-05-24,1,28.9,52,25.09,4,2,1.79
2024-05-25,3,34.7,46,16.99,5,1,1.13
2024-05-26,1,31.5,30,35.1,3,0,0.75
2024-05-27,2,24.7,84,25.42,8,2,1.46
2024-05-28,4,27.8,60,18.52,5,2,5.19
2024-05-29,0,24.4,60,18.33,8,0,0.15
2024-05-30,3,37.5,71,21.44,2,2,0.74
2024-05-31,4,30.1,86,20.56,2,0,0.78
2024-06-01,0,43.3,84,28.7,8,1,1.29
2024-06-02,0,29.6,71,23.12,7,2,0.25
2024-06-03,1,25.0,82,17.61,5,2,0.29
2024-06-04,2,19.4,85,33.34,7,0,0.5
2024-06-05,2,17.4,63,22.3,6,0,4.68
2024-06-06,4,18.9,38,26.61,2,0,1.99
2024-06-07,2,31.9,51,18.35,2,0,1.63
2024-06-08,3,33.6,42,24.18,5,2,2.55
2024-06-09,2,18.9,54,23.87,2,1,0.2
2024-06-10,4,36.3,77,10.66,6,1,2.94
2024-06-11,2,26.6,47,34.09,6,1,1.36
2024-06-12,3,31.0,80,29.74,6,1,0.61
2024-06-13,1,41.3,41,19.62,3,0,2.54
2024-06-14,4,36.3,69,15.39,6,2,2.43
2024-06-15,1,28.1,46,24.09,6,2,2.8
2024-06-16,1,23.8,44,22.52,3,2,0.18
2024-06-17,1,14.9,71,24.13,7,0,5.23
2024-06-18,0,25.0,44,23.15,4,2,4.81
2024-06-19,0,28.5,44,25.04,2,0,0.66
2024-06-20,1,23.1,84,30.68,6,2,0.1
2024-06-21,4,29.1,68,25.41,2,1,0.27
2024-06-22,3,30.5,42,15.7,5,0,7.41
2024-06-23,3,28.4,46,30.18,2,2,1.24
2024-06-24,2,25.4,61,31.84,8,1,0.66
2024-06-25,4,31.2,38,40.91,7,1,0.51
2024-06-26,0,33.1,69,15.26,3,1,0.45
2024-06-27,1,22.4,49,23.46,2,0,1.64
2024-06-28,2,39.9,55,9.51,2,0,0.82
2024-06-29,3,29.3,56,25.32,2,2,5.05
2024-06-30,0,30.1,50,18.71,4,1,1.73
2024-07-01,0,35.0,47,33.54,4,2,2.36
2024-07-02,1,31.6,42,17.35,5,2,0.52
2024-07-03,3,36.7,45,11.86,3,1,0.12
2024-07-04,4,32.0,38,19.17,2,2,1.0
2024-07-05,0,25.7,41,10.15,2,0,0.57
2024-07-06,1,32.5,73,26.51,2,2,0.34
2024-07-07,4,22.0,67,9.61,2,1,4.58
2024-07-08,3,30.8,48,22.17,4,0,0.88
2024-07-09,0,29.8,89,9.53,7,0,0.29
2024-07-10,4,28.5,36,20.08,7,2,0.33
2024-07-11,4,29.1,86,31.86,5,2,0.49
2024-07-12,4,16.8,64,24.16,8,0,10.93
2024-07-13,0,26.2,77,16.82,6,2,0.47
2024-07-14,0,30.6,47,21.81,3,1,0.6
2024-07-15,2,31.1,45,22.11,7,2,1.62
2024-07-16,3,22.8,84,24.84,8,2,0.52
2024-07-17,1,38.9,68,13.8,2,0,0.36
2024-07-18,4,23.9,33,25.56,7,2,0.26
2024-07-19,2,36.8,88,5.77,5,2,0.56
2024-07-20,1,33.0,54,18.22,6,2,0.17
2024-07-21,2,25.5,61,19.07,7,1,0.03
2024-07-22,0,42.4,69,25.8,5,2,2.45
2024-07-23,4,21.6,42,22.14,4,1,0.22
2024-07-24,1,36.4,74,13.57,6,1,2.24
2024-07-25,1,37.0,46,16.09,5,1,2.4
2024-07-26,1,25.3,78,23.19,8,1,1.16
2024-07-27,1,39.7,66,21.53,7,0,0.56
2024-07-28,1,28.2,35,18.53,4,1,0.24
2024-07-29,2,32.0,48,19.11,8,2,2.0
2024-07-30,4,31.8,42,26.18,5,1,1.38
2024-07-31,0,29.1,86,18.89,5,2,1.6
2024-08-01,0,35.7,89,21.47,8,1,0.01
2024-08-02,0,35.6,55,35.02,7,0,3.94
2024-08-03,0,17.8,43,13.46,6,1,0.1
2024-08-04,2,39.1,60,10.89,4,1,0.69
2024-08-05,3,18.4,83,26.7,2,0,0.77
2024-08-06,4,37.2,33,17.93,3,1,0.0
2024-08-07,1,37.9,89,20.09,6,2,1.03
2024-08-08,3,22.4,68,17.31,4,1,2.1
2024-08-09,0,27.1,37,20.44,8,1,2.6
2024-08-10,3,22.3,54,31.59,5,1,3.17
2024-08-11,4,28.5,42,26.81,8,0,1.0
2024-08-12,1,27.8,61,27.17,4,1,1.49
2024-08-13,1,35.5,88,13.5,8,1,0.12
2024-08-14,4,39.2,67,15.09,8,2,1.0
2024-08-15,4,39.8,67,4.97,3,1,0.25
2024-08-16,0,26.1,85,17.14,7,1,0.69
2024-08-17,1,28.5,57,27.74,3,1,0.6
2024-08-18,3,18.2,82,25.1,2,1,0.83
2024-08-19,2,24.4,59,20.67,2,2,1.27
2024-08-20,2,36.8,32,21.87,3,2,3.5
2024-08-21,4,41.3,57,17.87,6,0,0.75
2024-08-22,0,21.4,32,23.23,6,1,5.96
2024-08-23,2,25.9,74,26.6,8,0,2.13
2024-08-24,1,29.8,83,12.3,8,0,1.07
2024-08-25,4,32.0,63,23.8,5,1,1.55
2024-08-26,3,24.3,45,27.59,2,2,0.16
2024-08-27,4,33.0,51,19.51,5,2,2.79
2024-08-28,3,26.7,61,26.2,2,1,1.31
2024-08-29,4,29.9,67,38.89,3,1,6.41
2024-08-30,4,33.8,37,21.37,6,2,1.52
2024-08-31,4,30.0,84,24.36,8,1,2.69
2024-09-01,3,26.9,37,17.57,6,1,2.41
2024-09-02,3,29.2,86,23.09,3,1,0.64
2024-09-03,4,29.4,35,24.76,5,2,0.45
2024-09-04,2,27.4,43,23.17,5,0,0.84
2024-09-05,0,28.2,61,15.88,4,0,0.94
2024-09-06,0,41.2,64,23.24,8,1,0.41
2024-09-07,0,33.9,39,30.77,8,2,3.37
2024-09-08,3,27.9,32,24.69,8,1,1.17
2024-09-09,3,34.9,88,27.77,2,2,5.76
2024-09-10,2,27.7,41,20.58,5,1,2.49
2024-09-11,0,38.2,78,26.5,3,2,1.22
2024-09-12,0,32.6,88,23.68,5,2,4.41
2024-09-13,4,29.2,60,16.29,6,0,1.05
2024-09-14,3,33.1,58,23.91,2,1,3.27
2024-09-15,0,19.0,34,16.05,8,0,0.67
2024-09-16,2,22.1,81,18.2,7,0,0.71
2024-09-17,2,21.6,54,23.14,4,2,0.81
2024-09-18,0,31.0,70,23.78,2,1,1.19
2024-09-19,3,42.1,60,14.86,6,2,1.21
2024-09-20,2,45.6,50,28.32,8,2,1.03
2024-09-21,4,34.5,87,25.43,6,2,0.55
2024-09-22,2,33.5,49,17.77,6,1,3.93
2024-09-23,1,17.4,68,12.77,8,1,1.33
2024-09-24,1,26.2,51,21.13,6,2,0.79
2024-09-25,3,24.5,33,19.32,3,1,1.58
2024-09-26,0,25.7,42,22.68,4,2,2.19
2024-09-27,3,28.8,74,19.82,7,1,4.86
2024-09-28,3,26.7,71,9.96,6,1,1.04
2024-09-29,3,16.1,79,19.67,6,0,0.18
2024-09-30,3,35.2,78,20.17,5,2,0.87
2024-10-01,4,22.5,49,25.8,4,0,0.98
2024-10-02,4,31.7,81,17.81,2,0,3.41
2024-10-03,2,44.5,42,32.07,4,2,0.75
2024-10-04,1,23.6,46,10.53,4,2,4.6
2024-10-05,3,12.3,83,29.87,8,1,1.0
2024-10-06,2,28.0,65,20.65,8,2,5.46
2024-10-07,1,37.7,62,27.16,8,0,0.01
2024-10-08,0,43.7,30,22.48,7,0,3.44
2024-10-09,4,21.4,44,28.84,4,2,4.01
2024-10-10,1,33.5,42,19.68,7,0,4.87
2024-10-11,0,26.7,46,15.41,6,1,0.02
2024-10-12,1,29.3,53,30.52,8,0,0.28
2024-10-13,4,48.5,87,21.32,6,1,1.59
2024-10-14,4,19.5,37,23.33,8,0,0.04
2024-10-15,2,31.8,79,29.41,3,1,0.1
2024-10-16,3,33.3,56,15.81,7,1,0.37
2024-10-17,1,37.6,74,25.57,7,2,1.08
2024-10-18,1,30.7,52,18.46,2,1,1.18
2024-10-19,0,32.2,75,21.21,5,2,0.05
2024-10-20,4,27.3,37,22.43,4,0,0.28
2024-10-21,1,31.9,37,13.0,2,0,1.04
2024-10-22,4,27.6,88,17.33,7,0,1.35
2024-10-23,1,34.4,55,30.11,2,1,0.24
2024-10-24,2,27.4,76,27.32,3,0,0.76
2024-10-25,3,32.6,88,21.62,5,0,3.52
2024-10-26,1,29.8,42,23.46,7,2,10.22
2024-10-27,4,37.9,68,20.23,7,2,6.54
